Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Bishop's Quarter ,-9.127942,53.1291281,Clare,Ballyvaughan,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Lough Derg Place of Pilgrimage,-7.871278134,54.60898501,Donegal,Pettigo,Republic of Ireland,"Transport,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Coach,Road"
Kildemock Jumping Church,-6.518018,53.831371,Louth,Ardee,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
John Hurley Gallery,-9.705462,52.2690129,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Kells Historic Trail,-6.8707216,53.7263713,Meath,Navan,Ireland,"Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Tour"
Beechdale Garden Centre,-6.6880463,52.4607195,Wexford,Enniscorthy,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Shopping,Cafe,Food and Drink"
Irish Military War Museum,-6.4707125,53.764265,Meath,Collon,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Tour"
Christ Church - Glandore,-9.1237442,51.5656831,Cork,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilkenny City Library,-7.250184,52.653473,Kilkenny,Kilkenny City,Republic of Ireland,"Learning,Literary Ireland"
Kilkenny Library Local Studies,-7.2465972,52.655429,Kilkenny,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland"
Kenmare Lace and Design Centre,-9.5846925,51.8805844,Kerry,Kenmare,Ireland,"Craft,Shopping,Learning,Museums and Attraction,Food Shops"
Kerry Writers' Museum,-9.4864602,52.4446144,Kerry,Listowel,Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink"
Valentia Slate,-10.3427468,51.9251401,Kerry,,Ireland,"Activity Operator,Natural Landscape,Tour"
Macalla Farm,-9.9754118,53.816232,Mayo,,Ireland,"Food and Drink,Restaurant,Learning,Activity Operator,Island,Offshore Island,Artisan,Local Produce,Vegan,Vegetarian"
Dublin Art Life,-6.2603097,53.3498053,Dublin,Dublin City,Republic of Ireland,"Art Gallery,Museums and Attraction"
Butler Gallery,-7.2491045,52.6537735,Kilkenny,Kilkenny City,Republic of Ireland,"Restaurant,Learning,Photography,Art Gallery,Museums and Attraction,Cafe,Food and Drink,Vegan,Vegetarian"
Slieve Bloom Mountains,-7.5672222,53.0933333,Laois,,Ireland,"Walking,Natural Landscape"
Clare Museum,-8.9814667,52.8440982,Clare,Ennis,Ireland,"Learning,Museums and Attraction"
River Nore,-7.3441386,52.7294592,,,Ireland,"River,Discovery Point"
Lorrha Monastic Village,-8.1223562,53.0944354,Tipperary,Lorrha,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Tour"
Aran Off Road Experience,-9.7252,53.13111,Galway,,Ireland,"Transport,Learning,Walking,Activity Operator,Historic Houses and Castle,Island,Offshore Island,Natural Landscape,Day Tour,Tour,Coach,Road"
Draíocht Art Gallery & Shop,-8.7909616,52.5644607,Limerick,Adare,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Maria Edgeworth Visitor Centre,-7.6126256,53.6963317,Longford,Edgeworthstown,Ireland,"Historic Houses and Castle,Museums and Attraction,Literary Ireland,Tour"
The Irish Museum of Time,-7.1068373,52.2606433,Waterford,,Ireland,"Craft,Shopping,Museums and Attraction,Tour"
Irish Silver Museum,-7.1070386,52.2601006,Waterford,Waterford City,Ireland,"Craft,Shopping,Historic Houses and Castle,Museums and Attraction"
Ionad Na Feamainne,-9.7318237,53.2419093,Galway,,Ireland,"Food and Drink,Learning,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Activity Operator,Museums and Attraction,Shopping,Spa,Cafe,Food Shops,Tour"
Marlhill Open Farm,-7.9142207,52.443843,Tipperary,New Inn,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink,Activity Operator"
Deserted Village Guided Tour,-10.0767149,53.996425,Mayo,,Republic of Ireland,"Activity Operator,Ruins,Historic Houses and Castle,Tour,Walking"
Rosemary's Art School and Gallery,-8.7549624,53.1534578,Galway,Galway City,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery"
Kiltartan Gregory Museum,-8.815435,53.0994011,Galway,Cross,Ireland,"Historic Houses and Castle,Museums and Attraction,Literary Ireland,Tour"
Market House Craftworks,-7.8493015,52.1466566,Waterford,Cappoquin,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Skellig Six18 Distillery & Visitor Experience,-10.2395542,51.9355385,Kerry,Cahersiveen,Ireland,"Food and Drink,Restaurant,Learning,Activity Operator,Museums and Attraction,Artisan,Local Produce,Food Shops,Shopping,Tour"
Kells Courthouse - Tourism and Cultural Hub,-6.8707216,53.7263713,Meath,Navan,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Hang Tough Contemporary,-6.2639136,53.3429612,Dublin,,Ireland,Art Gallery
Sligo Famine Family Memorial,-8.4767716,54.2738411,Sligo,,Ireland,Public Sculpture
WB Yeats Statue,-8.4738456,54.2725362,Sligo,,Ireland,"Photography,Learning,Public Sculpture,Literary Ireland"
Gleniff Horseshoe,-8.4151193,54.3708664,Sligo,,Ireland,"Cycling,Walking,Natural Landscape"
Charlie Chaplin Statue,-10.172121,51.8263397,Kerry,Waterville,Republic of Ireland,Public Sculpture
Viking Long Boat and Dragon Slayer Sword,-7.1053454,52.2605403,Waterford,,Ireland,Public Sculpture
The National Monument,-8.4745872,51.8960944,Cork,,Ireland,"Tracing Your Ancestors,Public Sculpture"
Statue of King Puck Killorglin,-9.7818577,52.106394,Kerry,,Ireland,Public Sculpture
The Skellig Experience Visitor Centre,-10.3674232,51.8896352,Kerry,Valentia Island,Ireland,"Restaurant,Activity Operator,Museums and Attraction,Food and Drink,Day Tour,Tour,Food Shops,Shopping"
The Monk's Fishing House,-9.2889015,53.5399542,Mayo,Cong,Ireland,"Ruins,Historic Houses and Castle"
 Newport Railway Viaduct,-9.5449174,53.8843415,Mayo,Newport,Ireland,Historic Houses and Castle
Mulranny Saltmarsh,-9.7843193,53.8975187,Mayo,,Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Quincentennial  Fountain ,-9.0494182,53.2747095,Galway,Eyre Square,Republic of Ireland,"Historic Houses and Castle,Public Sculpture"
Galway City's Medieval Walls ,-9.0499506,53.2731132,Galway,Eyre Square,Republic of Ireland,"Historic Houses and Castle,Ruins"
Knockboy and Priest's Leap,-9.4712659,51.7935396,Cork,,Ireland,Natural Landscape
Statue of John B. Keane,-9.4859024,52.4459208,Kerry,Listowel,Ireland,Public Sculpture
The Mission Sculpture,-9.5135087,52.0570463,Kerry,Killarney,Republic of Ireland,Public Sculpture
Dunloe Ogham Stones,-9.634802,52.060397,Kerry,Tralee,Ireland,Public Sculpture
"Árthach Dána, Amergin Memorial Sculpture & Sundial",-10.172165,51.8256197,Kerry,Waterville,Ireland,"Historic Houses and Castle,Public Sculpture"
Mick O'Dwyer Statue,-10.1721644,51.8267389,Kerry,Waterville,Ireland,"Gaa,Public Sculpture"
Monsignor Hugh O'Flaherty Memorial Statue,-9.5110669,52.0572116,Kerry,Killarney,Ireland,Public Sculpture
Johnny O'Leary Memorial Statue,-9.5071997,52.0573361,Kerry,Killarney,Ireland,Public Sculpture
Charles De Gaulle Memorial,-9.9018436,51.8388355,Kerry,,Ireland,Public Sculpture
Bronze Statue of John Egan,-9.8988761,51.8377533,Kerry,,Ireland,"Gaa,Public Sculpture"
The Way the Fairies Went,-9.9002382,51.8373175,Kerry,,Ireland,"Gardens,Garden,Public Sculpture"
"Church Island, Lough Currane",-10.129444,51.835,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Ruins,Historic Houses and Castle"
The Diaspora Lady,-9.7897011,52.10663,Kerry,Killorglin,Ireland,Public Sculpture
Ballykissane Monument,-9.7854727,52.1255557,Kerry,,Republic of Ireland,Public Sculpture
Pikeman Statue,-9.7051622,52.269098,Kerry,Tralee,Republic of Ireland,Public Sculpture
Willie Clancy Statue,-9.4007763,52.8562013,Clare,,Ireland,Public Sculpture
Mohammed Ali Monument,-8.9850989,52.8379988,Clare,Ennis,Ireland,Public Sculpture
The O'Connell Monument,-8.6317459,52.6589359,Limerick,Limerick City,Republic of Ireland,Public Sculpture
Tait's Clock,-8.6273501,52.6599472,Limerick,,Ireland,"Historic Houses and Castle,Public Sculpture"
Charlie Haughey Memorial,-10.2751531,52.1387839,Kerry,Dingle,Ireland,Public Sculpture
Writers Wall,-10.2786912,52.1443777,Kerry,Dingle,Republic of Ireland,Public Sculpture
The Whitethorn Gallery,-10.0210035,53.4890736,Galway,Clifden,Republic of Ireland,"Craft,Shopping,Art Gallery"
Eamon Kelly Memorial Statue,-9.2719471,52.1166851,Kerry,,Ireland,Public Sculpture
Foust Gallery,-9.293533,52.9398625,Clare,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Avoca Mill,-6.210997,52.8613935,Wicklow,Avoca,Ireland,"Restaurant,Craft,Shopping,Food and Drink,Shopping Centres and Department Store,Museums and Attraction,Cafe,Vegetarian,Food Shops,Tour"
Avoca Mount Usher Gardens,-6.1065417,53.0087182,Wicklow,Ashford,Ireland,"Restaurant,Food and Drink,Shopping,Shopping Centres and Department Store,Gardens,Garden,Cafe,Vegetarian,Food Shops"
Green Acres Restaurant and Gallery,-6.4639912,52.3413346,Wexford,,Ireland,"Food and Drink,Restaurant,Art Gallery,Shopping,Artisan,Cafe,Local Produce,Food Shops"
"The Old Bridge, Trim",-6.7910032,53.556326,Meath,Trim,Ireland,Historic Houses and Castle
Wellington Memorial,-6.7937424,53.5521984,Meath,Trim,Ireland,"Historic Houses and Castle,Public Sculpture"
The Slieve Bloom Way,-7.4518339,53.1227641,Laois,,Ireland,"Walking,Natural Landscape"
Rose of Tralee Statue,-9.7043707,52.2671298,Kerry,Tralee,Ireland,"Public Park,Nature and Wildlife,Public Sculpture"
Connemara Blue Artisan Glass,-10.022714,53.488207,Galway,Clifden,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator,Food Shops"
The Courthouse Gallery & Studios,-9.2919669,52.9407303,Clare,,Ireland,"Craft,Shopping,Art Gallery"
Ballinamuck Visitor Centre,-7.7170386,53.8653036,Longford,Ballinamuck,Ireland,"Historic Houses and Castle,Museums and Attraction"
Garden Tours of Ireland,-7.9378116,52.6518532,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Activity Operator,Gardens,Garden,Tour"
The Slieve Felim Way,-8.138485012,52.81143011,Tipperary,Silvermines,Republic of Ireland,"Walking,Natural Landscape"
Westport Greenway,-9.5143467,53.8021307,Mayo,Westport,Ireland,"Walking,Natural Landscape"
Lismore Library,-7.9348626,52.1366658,Waterford,Lismore,Ireland,"Learning,Literary Ireland"
Michael Collins Monument,-8.8564753,51.8135505,Cork,,Ireland,Public Sculpture
Father Mathew Statue,-8.4703294,51.8999631,Cork,,Ireland,Public Sculpture
Ross Castle,-9.5314381,52.0412494,Kerry,Killarney,Ireland,"Cruising,Cycling,Fishing,Angling,Photography,Learning,Walking,Historic Houses and Castle,Castle,National Park,National and Forest Park,Natural Landscape,Boat,Tour"
The Village At Wheelock’s,-6.517368,52.508417,Wexford,Enniscorthy,Ireland,"Visitor Farm,Cafe,Food and Drink,Local Produce,Restaurant"
Clonakilty Blackpudding Visitor Centre,-8.9049539,51.6200753,Cork,Western Road,Ireland,"Food and Drink,Restaurant,Museums and Attraction,Food Shops,Shopping,Tour"
Avoca Powerscourt,-6.1866327,53.184251,Wicklow,Enniskerry,Republic of Ireland,"Restaurant,Food and Drink,Shopping,Shopping Centres and Department Store,Historic Houses and Castle,Cafe,Vegetarian,Food Shops"
Tig Bhric & West Kerry Brewery,-10.3863964,52.1704021,Kerry,Dingle Peninsula,Ireland,"Craft,Shopping,Food and Drink,Restaurant,Museums and Attraction,Pubs and Bar,Tour"
Knights and Conquests Exhibition Centre,-7.4969922,53.7751899,Longford,Granard,Ireland,"Activity Operator,Museums and Attraction,Tour"
The People's Museum of Limerick,-8.6299147,52.6582447,Limerick,Limerick City,Republic of Ireland,Museums and Attraction
Ulster Canal Stores Visitor Centre,-7.236207,54.1758511,Monaghan,Clones,Ireland,"Craft,Shopping,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Tour"
Clare Heritage & Genealogy Centre,-9.0627719,52.9449817,Clare,Corofin,Ireland,"Learning,Activity Operator,Tracing Your Ancestors,Museums and Attraction"
The Irish Workhouse Centre,-8.223801018,53.09882764,Galway,Portumna,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping,Tour"
The Organic Centre,-8.119335,54.392642,Leitrim,Rossinver,Ireland,"Cooking,Cookery,Learning,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping"
Athenry Castle,-8.7446178,53.2999964,Galway,Athenry,Ireland,"Castle,Historic Houses and Castle"
Athenry Arts and Heritage Centre,-8.746298,53.299265,Galway,Athenry,Ireland,"Learning,Museums and Attraction,Tour"
Rathcroghan Visitor Centre,-8.2536376,53.7789398,Roscommon,Tulsk,Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Dan O’Hara’s Homestead  - Connemara Heritage & History Centre,-9.9117698,53.4792441,Galway,Clifden,Ireland,"Restaurant,Learning,Museums and Attraction,Food and Drink"
Hook Lighthouse & Visitor Centre,-6.9293683,52.1237453,Wexford,Churchtown,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Sea Life Aquarium Bray,-6.0981472,53.2034419,Wicklow,Bray,Ireland,Zoos and Aquarium
Fort Dunree Military Museum,-7.553856,55.196451,Donegal,Buncrana,Ireland,"Walking,Museums and Attraction,Cafe,Food and Drink,Tour"
Lismore Heritage Centre,-7.9327058,52.1371394,Waterford,Lismore,Ireland,"Learning,Museums and Attraction,Activity Operator,Tour"
West Cork Model Railway Village,-8.8811949,51.6205307,Cork,Clonakilty,Ireland,"Activity Operator,Museums and Attraction,Cafe,Food and Drink,Tour"
Carlow County Museum,-6.9280198,52.836224,Carlow,,Ireland,"Learning,Museums and Attraction"
St. Fin Barre's Cathedral,-8.4801597,51.8943627,Cork,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping,Tour"
Medieval Mile Museum,-7.2523485,52.6516126,Kilkenny,,Ireland,"Historic Houses and Castle,Museums and Attraction,Tour"
Youghal Clock Gate Tower,-7.846767,51.952759,Cork,Youghal,Ireland,"Historic Houses and Castle,Museums and Attraction,Tour"
Michael Collins House,-8.8914,51.6217,Cork,Clonakilty,Ireland,"Museums and Attraction,Food Shops,Shopping,Tour"
Uillinn West Cork Arts Centre,-9.2675617,51.5488554,Cork,Skibbereen,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Killary Fjord Shellfish,-9.8043011,53.6009459,Galway,,Ireland,"Agriculture,Nature and Wildlife,Food and Drink,Restaurant,Learning,Visitor Farm,Tour"
Waterford Treasures Museums in the Viking Triangle,-7.1076919,52.2595408,Waterford,,Ireland,"Museums and Attraction,Tour,Walking"
Francis Ledwidge Museum,-6.5274991,53.7071243,Meath,Slane,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Patrick Kavanagh Centre,-6.5769969,54.0016585,Monaghan,,Ireland,"Learning,Museums and Attraction,Literary Ireland,Tour"
Gallarus Oratory Visitor Centre,-10.349411,52.172722,Kerry,Gallarus,Republic of Ireland,Museums and Attraction
Atlantic Air Adventures,-8.870205,52.713908,Clare,,Ireland,"Learning,Activity Operator,Museums and Attraction"
Father Peyton Centre,-9.0840683,54.0498936,Mayo,Ballina,Ireland,Museums and Attraction
Blackwater Castle,-8.460477,52.170583,Cork,Castletownroche,Ireland,"Castle,Historic Houses and Castle,Tour"
Allihies Copper Mine Museum,-10.045585,51.638933,Cork,Allihies,Republic of Ireland,"Learning,Walking,Museums and Attraction,Cafe,Food and Drink"
Enniscorthy Castle,-6.5672235,52.5014239,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Castle,Tour"
Lismore Castle Art Gallery,-7.9347132,52.1405878,Waterford,Lismore,Ireland,"Craft,Shopping,Art Gallery"
Highlanes Municipal Art Gallery,-6.3486474,53.7153681,Louth,Drogheda,Ireland,"Craft,Shopping,Learning,Historic Houses and Castle,Art Gallery,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
Old Cork Waterworks Experience,-8.5092931,51.895023,Cork,,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink"
Newbridge Silverware Visitor Centre,-6.7967953,53.1759778,Kildare,Newbridge,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
The National 1798 Rebellion Centre,-6.5693797,52.4967188,Wexford,Enniscorthy,Ireland,"Museums and Attraction,Tour"
Brú Ború Cultural Centre,-7.8884088,52.5212005,Tipperary,Cashel,Ireland,"Restaurant,Learning,Activity Operator,Tracing Your Ancestors,Museums and Attraction,Traditionally Irish,Venue,Music,Food and Drink,Food Shops,Shopping,Tour"
Ardfert Cathedral,-9.7816297,52.3285243,Kerry,Ardfert,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Cork Butter Museum,-8.476735,51.902765,Cork,,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
The Burren Centre,-9.2166124,52.990242,Clare,Kilfenora,Ireland,"Museums and Attraction,Natural Landscape,Cafe,Food and Drink"
Foynes Flying Boat & Maritime Museum,-9.1098398,52.6115726,Limerick,Foynes,Ireland,"Restaurant,Museums and Attraction,Food and Drink,Food Shops,Shopping,Tour"
Cork City Gaol Heritage Centre,-8.4988676,51.8990434,Cork,,Ireland,"Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Cobh Heritage Centre,-8.2989737,51.8489477,Cork,Kilgarvan,Ireland,"Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Old Irish Goat Visitor Centre,-9.756214,53.9060589,Mayo,,Ireland,"Learning,Shopping,Shopping Centres and Department Store,Visitor Farm,Food Shops"
The Hunt Museum,-8.624455,52.6661337,Limerick,,Ireland,"Craft,Shopping,Learning,Photography,Art Gallery,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
Arigna Mining Experience,-8.120751,54.07755,Roscommon,,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Aughnanure Castle,-9.2757515,53.4187829,Galway,Oughterard,Ireland,"Castle,Historic Houses and Castle,Tour"
Kildare Town Heritage Centre,-6.910412,53.1569873,Kildare,,Ireland,"Learning,Historic Houses and Castle,Shopping,Tour"
St Tola Irish Goat Farm,-9.180328,52.9027043,Clare,,Ireland,"Food and Drink,Restaurant,Visitor Farm,Artisan,Local Produce"
Aillwee Cave & The Birds of Prey Centre,-9.1436674,53.0891282,Clare,Ballyvaughan,Ireland,"Falconry,Nature and Wildlife,Activity Operator,Natural Landscape,Cafe,Food and Drink,Tour"
Lifford Old Courthouse,-7.4786262,54.8332161,Donegal,Lifford,Ireland,"Museums and Attraction,Food and Drink,Restaurant,Tour"
Sam Maguire Visitor Experience,-9.1103992,51.7221879,Cork,Dunmanway,Ireland,"Gaa,Learning,Activity Operator,Museums and Attraction"
Fethard Horse Country Experience,-7.6951868,52.4659793,Tipperary,Fethard,Ireland,"Horse Riding,Equestrian,Historic Houses and Castle,Museums and Attraction,Venue,Sports Venues,Tour"
Holycross Abbey,-7.8681021,52.6395472,Tipperary,Holycross,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping,Tour"
Michael Davitt Museum,-9.1307741,53.921068,Mayo,,Ireland,"Tracing Your Ancestors,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Ruins,Historic Houses and Castle,Activity Operator"
South Tipperary Arts Centre,-7.6987338,52.3531998,Tipperary,Raheen,Ireland,"Craft,Shopping,Learning,Art Gallery"
The National Reptile Zoo,-7.2312404,52.6559279,Kilkenny,,Ireland,"Learning,Zoos and Aquarium,Food Shops,Shopping,Tour"
Doolin Cave,-9.3451492,53.0409745,Clare,Doolin,Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Cork Public Museum,-8.4943133,51.8962948,Cork,Cork City,Ireland,"Museums and Attraction,Cafe,Food and Drink"
Mountmellick Museum,-7.327450489,53.11209606,Laois,Irishtown,Republic of Ireland,"Craft,Shopping,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops"
Avoca Kilmacanoge,-6.142179,53.172982,Wicklow,Kilmacanogue,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Gardens,Garden,Cafe,Food and Drink,Food Shops"
Connacht Whiskey Distillery,-9.1442603,54.1218785,Mayo,Belleek,Ireland,"Food and Drink,Restaurant,Learning,Museums and Attraction,Food Trails and Tour,Tour"
Kings Inns,-6.271646073,53.35287142,Dublin,,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Food Shops,Shopping"
Dingle Whiskey Distillery,-10.2892974,52.1418288,Kerry,,Ireland,"Food and Drink,Restaurant,Learning,Museums and Attraction,Food Trails and Tour,Tour"
Dunbrody Famine Ship Experience and Restaurant,-6.9478547,52.3938096,Wexford,New Ross,Ireland,"Restaurant,Museums and Attraction,Food and Drink,Tour"
Inishowen Maritime Museum & Planetarium,-6.9853301,55.2034315,Donegal,Greencastle,Ireland,"Movies,Cinema,Venue,Museums and Attraction,Cafe,Food and Drink"
Abbeyleix Heritage House,-7.3464114,52.9172919,Laois,Abbeyleix,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Shannonbridge Fortifications,-8.052321,53.2791925,Roscommon,,Ireland,"Walking,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Adrigole Arts (Pure-Ireland),-9.7101225,51.6844045,Cork,,Ireland,"Food and Drink,Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Venue,Music,Cafe,Food Shops"
Clonakilty Distillery,-8.8859294,51.6215637,Cork,Clonakilty,Ireland,"Food and Drink,Restaurant,Learning,Museums and Attraction,Activity Operator,Food Trails and Tour,Tour"
Crag Cave,-9.444364,52.247082,Kerry,Castleisland,Republic of Ireland,"Natural Landscape,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Causey Farm,-6.9199066,53.6662173,Meath,,Ireland,"Agriculture,Nature and Wildlife,Cooking,Cookery,Learning,Visitor Farm,Traditionally Irish,Cafe,Food and Drink,Local Produce,Restaurant,Activity Operator,Tour"
Tipperary Museum of Hidden History,-7.6987894,52.3554209,Tipperary,Clonmel,Ireland,"Tracing Your Ancestors,Museums and Attraction,Tour"
Ormond Castle,-7.4077121,52.3453617,Tipperary,Carrickbeg,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Tour"
Dungarvan Castle,-7.616151105,52.08926486,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Castle,Museums and Attraction"
The Kennedy Homestead,-6.9808663,52.3463064,Wexford,Dunganstown,Ireland,"Photography,Learning,Museums and Attraction,Tour"
Michael Collins Centre,-8.821391,51.6431607,Cork,Clonakilty,Ireland,"Learning,Museums and Attraction,Tour"
"The Quiet Man Museum, Tours & Giftshop",-9.2881155,53.5408714,Mayo,Cong,Ireland,"Transport,Movies,Cinema,Venue,Activity Operator,Museums and Attraction,Tour,Coach,Road"
Emo Court House,-7.196977765,53.1071359,Laois,Emo,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Glendalough Monastic Site and Visitor Centre,-6.3243431,53.010461,Wicklow,Glendalough,Ireland,"Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,National Park,National and Forest Park,Ruins,Historic Houses and Castle,Tour"
Westport House ,-9.5353669,53.8006529,Mayo,Westport,Ireland,"Walking,Adventure Park,Activity Operator,Gardens,Garden,Historic Houses and Castle,Cafe,Food and Drink"
Swiss Cottage,-7.9235163,52.3573101,Tipperary,Cahir,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Tour"
St Canice's Cathedral and Round Tower,-7.2572254,52.6566761,Kilkenny,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping"
The Music Makers of West Clare,-9.4033314,52.8540133,Clare,,Ireland,"Learning,Museums and Attraction"
"Muckross House, Gardens & Traditional Farms",-9.5042922,52.0180827,Kerry,Killarney,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction,National Park,National and Forest Park,Visitor Farm,Cafe,Food and Drink,Food Shops,Shopping"
"Derrynane House, National Historic Park",-10.1306684,51.762446,Kerry,,Ireland,"Gardens,Garden,Historic Houses and Castle,Cafe,Food and Drink"
Ballycross Apple Farm,-6.570994,52.224801,Wexford,Bridgetown,Ireland,"Shopping,Shopping Centres and Department Store,Visitor Farm,Food Shops"
Coastguard Cultural Centre Tramore,-7.1584317,52.15621,Waterford,Tramore,Republic of Ireland,"Food and Drink,Art Gallery,Cafe,Local Produce,Restaurant,Vegetarian"
St Brigid's Well & Shrine,-7.352575,53.5495302,Westmeath,,Ireland,Public Sculpture
Green On Red Gallery,-6.237870976,53.35016604,Dublin,Dublin City Centre,Republic of Ireland,Art Gallery
Oriel Gallery,-6.251392,53.3412516,Dublin,Dublin,Ireland,Art Gallery
Queen Maeve Trail,-8.585103262,54.27017404,Sligo,,Ireland,"Walking,Natural Landscape"
St. Mary's Pro Cathedral,-6.258885,53.351138,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Audoen's Church,-6.2742359,53.3437268,Dublin,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Model - Home of the Niland Collection,-8.4686512,54.2729051,Sligo,,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Cafe,Food and Drink"
The Spire,-6.260294,53.350921,Dublin,Dublin City,Ireland,Public Sculpture
War Memorial Gardens,-6.3135432,53.3456298,Dublin,,Ireland,"Gardens,Garden"
MART Gallery,-6.2649042,53.3265167,Dublin,Rathmines,Ireland,Art Gallery
National Transport Museum of Ireland,-6.079401,53.386105,Dublin,Howth,Republic of Ireland,Museums and Attraction
Arthur Griffith,-6.254252,53.340122,Dublin,,Republic of Ireland,Public Sculpture
Arthur Wellesley Duke Of Wellington,-6.303231,53.349086,Dublin,Phoenix Park,Republic of Ireland,Public Sculpture
Edmund Burke,-6.2591717,53.3445777,Dublin,Dublin,Ireland,Public Sculpture
Irish Jewish Museum,-6.269414,53.330748,Dublin,South Circular Road,Republic of Ireland,Museums and Attraction
Henry Grattan,-6.2598032,53.3444238,Dublin,,Ireland,Public Sculpture
James Clarence Mangan,-6.259664,53.338458,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Jeremiah O'Donovan Rossa,-6.259703,53.338446,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Findlater's Church,-6.2636949,53.3544848,Dublin,Dublin,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Sphere Within Sphere,-6.2558844,53.3438105,Dublin,,Ireland,Public Sculpture
